district,thana,year,quarter,deposits
nan,MEGHNA,2020,Q1,160.45
nan,MEGHNA,2020,Q2,169.97
nan,MEGHNA,2020,Q3,181.77
nan,MEGHNA,2021,Q1,205.62
nan,MEGHNA,2021,Q2,218.49
nan,MEGHNA,2021,Q3,219.89
nan,MEGHNA,2022,Q1,224.52
nan,MEGHNA,2022,Q2,233.78
nan,MEGHNA,2022,Q3,205.91
nan,MEGHNA,2023,Q1,244.92
nan,MEGHNA,2023,Q2,245.51
nan,MEGHNA,2024,,252.24
nan,MONOHORGANJ,2018,Q1,286.5
nan,MONOHORGANJ,2018,Q2,285.3
nan,MONOHORGANJ,2018,Q3,298.65
nan,MONOHORGANJ,2019,Q1,324.28
nan,MONOHORGANJ,2019,Q2,333.5
nan,MONOHORGANJ,2019,Q3,348.2
nan,MONOHORGANJ,2020,Q1,363.65
nan,MONOHORGANJ,2020,Q2,395.37
nan,MONOHORGANJ,2020,Q3,425.1
nan,MONOHORGANJ,2021,Q1,451.95
nan,MONOHORGANJ,2021,Q2,467.11
nan,MONOHORGANJ,2021,Q3,483.22
nan,MONOHORGANJ,2022,Q1,563.3
nan,MONOHORGANJ,2022,Q2,532.81
nan,MONOHORGANJ,2022,Q3,510.17
nan,MONOHORGANJ,2023,Q1,586.64
nan,MONOHORGANJ,2023,Q2,592.0
nan,MONOHORGANJ,2024,,600.83
nan,MURADNAGAR,2018,Q1,1338.79
nan,MURADNAGAR,2018,Q2,1405.84
nan,MURADNAGAR,2018,Q3,1429.48
nan,MURADNAGAR,2019,Q1,1514.06
nan,MURADNAGAR,2019,Q2,1572.26
nan,MURADNAGAR,2019,Q3,1649.63
nan,MURADNAGAR,2020,Q1,1694.33
nan,MURADNAGAR,2020,Q2,1850.34
nan,MURADNAGAR,2020,Q3,1960.85
nan,MURADNAGAR,2021,Q1,1979.32
nan,MURADNAGAR,2021,Q2,2103.18
nan,MURADNAGAR,2021,Q3,2242.09
nan,MURADNAGAR,2022,Q1,2275.26
nan,MURADNAGAR,2022,Q2,2250.13
nan,MURADNAGAR,2022,Q3,2073.33
nan,MURADNAGAR,2023,Q1,2315.04
nan,MURADNAGAR,2023,Q2,2357.87
nan,MURADNAGAR,2024,,2359.3
nan,NANGOLKOT,2018,Q1,651.9
nan,NANGOLKOT,2018,Q2,654.34
nan,NANGOLKOT,2018,Q3,686.54
nan,NANGOLKOT,2019,Q1,736.77
nan,NANGOLKOT,2019,Q2,768.81
nan,NANGOLKOT,2019,Q3,812.86
nan,NANGOLKOT,2020,Q1,821.4
nan,NANGOLKOT,2020,Q2,916.91
nan,NANGOLKOT,2020,Q3,984.06
nan,NANGOLKOT,2021,Q1,1058.75
nan,NANGOLKOT,2021,Q2,1097.49
nan,NANGOLKOT,2021,Q3,1125.99
nan,NANGOLKOT,2022,Q1,1302.91
nan,NANGOLKOT,2022,Q2,1207.44
nan,NANGOLKOT,2022,Q3,1112.24
nan,NANGOLKOT,2023,Q1,1282.47
nan,NANGOLKOT,2023,Q2,1301.04
nan,NANGOLKOT,2024,,1301.81
nan,TITAS,2018,Q1,212.0
nan,TITAS,2018,Q2,221.57
nan,TITAS,2018,Q3,220.93
nan,TITAS,2019,Q1,237.08
nan,TITAS,2019,Q2,242.25
nan,TITAS,2019,Q3,249.03
nan,TITAS,2020,Q1,255.21
nan,TITAS,2020,Q2,272.71
nan,TITAS,2020,Q3,291.18
nan,TITAS,2021,Q1,324.95
nan,TITAS,2021,Q2,327.16
nan,TITAS,2021,Q3,329.83
nan,TITAS,2022,Q1,356.98
nan,TITAS,2022,Q2,372.64
nan,TITAS,2022,Q3,340.24
nan,TITAS,2023,Q1,392.2
nan,TITAS,2023,Q2,400.17
nan,TITAS,2024,,414.74
DHAKA Total,nan,2018,Q1,533318.4
DHAKA Total,nan,2018,Q2,540228.29
DHAKA Total,nan,2018,Q3,567343.53
DHAKA Total,nan,2019,Q1,596232.22
DHAKA Total,nan,2019,Q2,606521.12
DHAKA Total,nan,2019,Q3,635862.0
DHAKA Total,nan,2020,Q1,662190.79
DHAKA Total,nan,2020,Q2,683962.7
DHAKA Total,nan,2020,Q3,716395.11
DHAKA Total,nan,2021,Q1,753826.62
DHAKA Total,nan,2021,Q2,759379.03
DHAKA Total,nan,2021,Q3,785557.2
DHAKA Total,nan,2022,Q1,809168.69
DHAKA Total,nan,2022,Q2,818410.24
DHAKA Total,nan,2022,Q3,832848.09
DHAKA Total,nan,2023,Q1,890136.96
DHAKA Total,nan,2023,Q2,911263.02
DHAKA Total,nan,2024,,914399.74
DHAKA,ADABOR,2018,Q1,2895.03
DHAKA,ADABOR,2018,Q2,3186.88
DHAKA,ADABOR,2018,Q3,3265.31
DHAKA,ADABOR,2019,Q1,3400.66
DHAKA,ADABOR,2019,Q2,3367.55
DHAKA,ADABOR,2019,Q3,3460.49
DHAKA,ADABOR,2020,Q1,3598.44
DHAKA,ADABOR,2020,Q2,3652.99
DHAKA,ADABOR,2020,Q3,3826.55
DHAKA,ADABOR,2021,Q1,4193.93
DHAKA,ADABOR,2021,Q2,4268.84
DHAKA,ADABOR,2021,Q3,4372.14
DHAKA,ADABOR,2022,Q1,4559.64
DHAKA,ADABOR,2022,Q2,4858.75
DHAKA,ADABOR,2022,Q3,4863.05
DHAKA,ADABOR,2023,Q1,5057.43
DHAKA,ADABOR,2023,Q2,5123.76
DHAKA,ADABOR,2024,,5335.39
nan,ASHULIA,2018,Q1,4512.14
nan,ASHULIA,2018,Q2,4634.95
nan,ASHULIA,2018,Q3,4793.11
nan,ASHULIA,2019,Q1,4826.1
nan,ASHULIA,2019,Q2,5107.56
nan,ASHULIA,2019,Q3,5469.36
nan,ASHULIA,2020,Q1,5619.84
nan,ASHULIA,2020,Q2,5650.79
nan,ASHULIA,2020,Q3,5901.34
nan,ASHULIA,2021,Q1,6230.04
nan,ASHULIA,2021,Q2,6360.79
nan,ASHULIA,2021,Q3,6555.64
nan,ASHULIA,2022,Q1,6966.06
nan,ASHULIA,2022,Q2,7490.0
nan,ASHULIA,2022,Q3,7049.43
nan,ASHULIA,2023,Q1,7393.3
nan,ASHULIA,2023,Q2,7650.03
nan,ASHULIA,2024,,7915.36
nan,BADDA,2018,Q1,3332.94
nan,BADDA,2018,Q2,3339.76
nan,BADDA,2018,Q3,3470.95
nan,BADDA,2019,Q1,3893.69
nan,BADDA,2019,Q2,3961.48
nan,BADDA,2019,Q3,4424.11
nan,BADDA,2020,Q1,4600.82
nan,BADDA,2020,Q2,4918.31
nan,BADDA,2020,Q3,5169.84
nan,BADDA,2021,Q1,5632.04
nan,BADDA,2021,Q2,5837.73
nan,BADDA,2021,Q3,6514.71
nan,BADDA,2022,Q1,6304.01
nan,BADDA,2022,Q2,6742.71
nan,BADDA,2022,Q3,6904.88
nan,BADDA,2023,Q1,7736.22
nan,BADDA,2023,Q2,7746.04
nan,BADDA,2024,,8208.43
nan,BANANI,2018,Q1,27257.0
nan,BANANI,2018,Q2,28663.86
nan,BANANI,2018,Q3,30026.29
nan,BANANI,2019,Q1,32286.5
nan,BANANI,2019,Q2,32547.43
nan,BANANI,2019,Q3,34125.88
nan,BANANI,2020,Q1,36467.76
nan,BANANI,2020,Q2,38134.41
nan,BANANI,2020,Q3,39933.69
nan,BANANI,2021,Q1,45296.62
nan,BANANI,2021,Q2,43973.97
nan,BANANI,2021,Q3,44800.05
nan,BANANI,2022,Q1,46432.62
nan,BANANI,2022,Q2,45342.55
nan,BANANI,2022,Q3,45174.4
nan,BANANI,2023,Q1,50716.36
nan,BANANI,2023,Q2,51817.79
nan,BANANI,2024,,51486.8
nan,BANGSHAL,2018,Q1,6227.61
nan,BANGSHAL,2018,Q2,6039.04
nan,BANGSHAL,2018,Q3,6153.57
nan,BANGSHAL,2019,Q1,6675.86
nan,BANGSHAL,2019,Q2,6405.77
nan,BANGSHAL,2019,Q3,6786.86
nan,BANGSHAL,2020,Q1,6624.22
nan,BANGSHAL,2020,Q2,6935.7
nan,BANGSHAL,2020,Q3,7588.36
nan,BANGSHAL,2021,Q1,8029.01
nan,BANGSHAL,2021,Q2,7964.71
nan,BANGSHAL,2021,Q3,8079.28
nan,BANGSHAL,2022,Q1,8092.8
nan,BANGSHAL,2022,Q2,8158.2
nan,BANGSHAL,2022,Q3,8628.13
nan,BANGSHAL,2023,Q1,8849.34
nan,BANGSHAL,2023,Q2,8968.72
nan,BANGSHAL,2024,,8926.63
nan,BHASHANTEK,2018,Q1,193.74
nan,BHASHANTEK,2018,Q2,189.81
nan,BHASHANTEK,2018,Q3,191.68
nan,BHASHANTEK,2019,Q1,208.85
nan,BHASHANTEK,2019,Q2,206.26
nan,BHASHANTEK,2019,Q3,214.51
nan,BHASHANTEK,2020,Q1,190.95
nan,BHASHANTEK,2020,Q2,198.38
nan,BHASHANTEK,2020,Q3,221.14
nan,BHASHANTEK,2021,Q1,235.9
nan,BHASHANTEK,2021,Q2,226.08
nan,BHASHANTEK,2021,Q3,254.05
nan,BHASHANTEK,2022,Q1,315.72
nan,BHASHANTEK,2022,Q2,304.03
nan,BHASHANTEK,2022,Q3,301.01
nan,BHASHANTEK,2023,Q1,352.01
nan,BHASHANTEK,2023,Q2,363.7
nan,BHASHANTEK,2024,,363.73
nan,CANTONMENT,2018,Q1,9098.17
nan,CANTONMENT,2018,Q2,8194.7
nan,CANTONMENT,2018,Q3,8089.6
nan,CANTONMENT,2019,Q1,10092.36
nan,CANTONMENT,2019,Q2,9521.37
nan,CANTONMENT,2019,Q3,9369.26
nan,CANTONMENT,2020,Q1,11183.0
nan,CANTONMENT,2020,Q2,11045.55
nan,CANTONMENT,2020,Q3,11684.65
nan,CANTONMENT,2021,Q1,12574.79
nan,CANTONMENT,2021,Q2,12343.42
nan,CANTONMENT,2021,Q3,12291.61
nan,CANTONMENT,2022,Q1,13590.2
nan,CANTONMENT,2022,Q2,13537.42
nan,CANTONMENT,2022,Q3,13911.64
nan,CANTONMENT,2023,Q1,14508.0
nan,CANTONMENT,2023,Q2,14648.03
nan,CANTONMENT,2024,,14719.72
nan,CHAWKBAZAR,2018,Q1,7897.32
nan,CHAWKBAZAR,2018,Q2,7914.05
nan,CHAWKBAZAR,2018,Q3,8051.26
nan,CHAWKBAZAR,2019,Q1,7771.0
nan,CHAWKBAZAR,2019,Q2,8064.18
nan,CHAWKBAZAR,2019,Q3,8416.81
nan,CHAWKBAZAR,2020,Q1,8608.06
nan,CHAWKBAZAR,2020,Q2,8651.85
nan,CHAWKBAZAR,2020,Q3,9142.46
nan,CHAWKBAZAR,2021,Q1,9351.23
nan,CHAWKBAZAR,2021,Q2,9497.07
nan,CHAWKBAZAR,2021,Q3,9765.36
nan,CHAWKBAZAR,2022,Q1,10077.35
nan,CHAWKBAZAR,2022,Q2,9980.93
nan,CHAWKBAZAR,2022,Q3,10088.17
nan,CHAWKBAZAR,2023,Q1,10850.04
nan,CHAWKBAZAR,2023,Q2,11171.25
nan,CHAWKBAZAR,2024,,11739.87
nan,DARUS SALAM,2018,Q1,2458.67
nan,DARUS SALAM,2018,Q2,2484.21
nan,DARUS SALAM,2018,Q3,2525.29
nan,DARUS SALAM,2019,Q1,2704.47
nan,DARUS SALAM,2019,Q2,2692.75
nan,DARUS SALAM,2019,Q3,2883.68
nan,DARUS SALAM,2020,Q1,2936.17
nan,DARUS SALAM,2020,Q2,3240.22
nan,DARUS SALAM,2020,Q3,3354.98
nan,DARUS SALAM,2021,Q1,3690.17
nan,DARUS SALAM,2021,Q2,3677.13
nan,DARUS SALAM,2021,Q3,3873.89
nan,DARUS SALAM,2022,Q1,4060.91
nan,DARUS SALAM,2022,Q2,3310.75
nan,DARUS SALAM,2022,Q3,4205.88
nan,DARUS SALAM,2023,Q1,4338.31
nan,DARUS SALAM,2023,Q2,4518.51
nan,DARUS SALAM,2024,,4356.78
nan,DASKHINKHAN,2018,Q1,2068.13
nan,DASKHINKHAN,2018,Q2,2120.59
nan,DASKHINKHAN,2018,Q3,2206.51
nan,DASKHINKHAN,2019,Q1,2363.54
nan,DASKHINKHAN,2019,Q2,2450.71
nan,DASKHINKHAN,2019,Q3,2475.44
nan,DASKHINKHAN,2020,Q1,2655.69
nan,DASKHINKHAN,2020,Q2,2638.57
nan,DASKHINKHAN,2020,Q3,2694.62
nan,DASKHINKHAN,2021,Q1,2691.98
nan,DASKHINKHAN,2021,Q2,2719.58
nan,DASKHINKHAN,2021,Q3,2808.14
nan,DASKHINKHAN,2022,Q1,2966.29
nan,DASKHINKHAN,2022,Q2,3092.08
nan,DASKHINKHAN,2022,Q3,2919.19
nan,DASKHINKHAN,2023,Q1,3050.27
nan,DASKHINKHAN,2023,Q2,3147.52
nan,DASKHINKHAN,2024,,3199.2
nan,DEMRA,2018,Q1,1464.09
nan,DEMRA,2018,Q2,1478.79
nan,DEMRA,2018,Q3,1513.08
nan,DEMRA,2019,Q1,1617.91
nan,DEMRA,2019,Q2,1702.62
nan,DEMRA,2019,Q3,1795.2
nan,DEMRA,2020,Q1,1818.35
nan,DEMRA,2020,Q2,1948.99
nan,DEMRA,2020,Q3,2152.25
nan,DEMRA,2021,Q1,2252.01
nan,DEMRA,2021,Q2,2288.36
nan,DEMRA,2021,Q3,2362.15
nan,DEMRA,2022,Q1,2549.09
nan,DEMRA,2022,Q2,2554.97
nan,DEMRA,2022,Q3,2490.05
nan,DEMRA,2023,Q1,2642.55
nan,DEMRA,2023,Q2,2666.8
nan,DEMRA,2024,,2698.77
nan,DHAKA INT. AIRPORT,2018,Q1,2664.75
nan,DHAKA INT. AIRPORT,2018,Q2,2774.04
nan,DHAKA INT. AIRPORT,2018,Q3,3023.23
nan,DHAKA INT. AIRPORT,2019,Q1,2784.46
nan,DHAKA INT. AIRPORT,2019,Q2,3317.81
nan,DHAKA INT. AIRPORT,2019,Q3,3363.37
nan,DHAKA INT. AIRPORT,2020,Q1,2882.03
nan,DHAKA INT. AIRPORT,2020,Q2,3100.62
nan,DHAKA INT. AIRPORT,2020,Q3,3397.97
nan,DHAKA INT. AIRPORT,2021,Q1,3109.42
nan,DHAKA INT. AIRPORT,2021,Q2,2649.59
nan,DHAKA INT. AIRPORT,2021,Q3,2722.7
nan,DHAKA INT. AIRPORT,2022,Q1,2659.65
nan,DHAKA INT. AIRPORT,2022,Q2,3485.29
nan,DHAKA INT. AIRPORT,2022,Q3,3840.93
nan,DHAKA INT. AIRPORT,2023,Q1,3836.56
nan,DHAKA INT. AIRPORT,2023,Q2,3646.25
nan,DHAKA INT. AIRPORT,2024,,3771.21
nan,DHAMRAI,2018,Q1,1173.98
nan,DHAMRAI,2018,Q2,1194.46
nan,DHAMRAI,2018,Q3,1189.17
nan,DHAMRAI,2019,Q1,1156.68
nan,DHAMRAI,2019,Q2,1283.76
nan,DHAMRAI,2019,Q3,1369.83
nan,DHAMRAI,2020,Q1,1366.41
nan,DHAMRAI,2020,Q2,1442.87
nan,DHAMRAI,2020,Q3,1490.85
nan,DHAMRAI,2021,Q1,1630.98
nan,DHAMRAI,2021,Q2,1679.4
nan,DHAMRAI,2021,Q3,1747.69
nan,DHAMRAI,2022,Q1,1902.97
nan,DHAMRAI,2022,Q2,2003.19
nan,DHAMRAI,2022,Q3,1893.06
nan,DHAMRAI,2023,Q1,2024.74
nan,DHAMRAI,2023,Q2,2056.31
nan,DHAMRAI,2024,,2071.22
nan,DHANMONDI,2018,Q1,28567.83
nan,DHANMONDI,2018,Q2,29207.5
nan,DHANMONDI,2018,Q3,30232.54
nan,DHANMONDI,2019,Q1,32447.33
nan,DHANMONDI,2019,Q2,33901.51
nan,DHANMONDI,2019,Q3,35062.12
nan,DHANMONDI,2020,Q1,35628.09
nan,DHANMONDI,2020,Q2,36427.36
nan,DHANMONDI,2020,Q3,38165.11
nan,DHANMONDI,2021,Q1,38559.25
nan,DHANMONDI,2021,Q2,39493.71
nan,DHANMONDI,2021,Q3,40802.99
nan,DHANMONDI,2022,Q1,41486.22
nan,DHANMONDI,2022,Q2,42273.48
nan,DHANMONDI,2022,Q3,43502.56
nan,DHANMONDI,2023,Q1,46111.8
nan,DHANMONDI,2023,Q2,46865.1
nan,DHANMONDI,2024,,47617.95
nan,DOHAR,2018,Q1,2177.7
nan,DOHAR,2018,Q2,2211.13
nan,DOHAR,2018,Q3,2266.98
nan,DOHAR,2019,Q1,2326.56
nan,DOHAR,2019,Q2,2396.24
nan,DOHAR,2019,Q3,2541.86
nan,DOHAR,2020,Q1,2557.25
nan,DOHAR,2020,Q2,2762.25
nan,DOHAR,2020,Q3,2896.73
nan,DOHAR,2021,Q1,2965.07
nan,DOHAR,2021,Q2,3018.58
nan,DOHAR,2021,Q3,3084.64
nan,DOHAR,2022,Q1,3167.65
nan,DOHAR,2022,Q2,3231.56
nan,DOHAR,2022,Q3,3134.39
nan,DOHAR,2023,Q1,3308.74
nan,DOHAR,2023,Q2,3392.05
nan,DOHAR,2024,,3391.9
nan,GENDARIA,2018,Q1,319.52
nan,GENDARIA,2018,Q2,318.35
nan,GENDARIA,2018,Q3,328.79
nan,GENDARIA,2019,Q1,335.33
nan,GENDARIA,2019,Q2,339.33
nan,GENDARIA,2019,Q3,350.0
nan,GENDARIA,2020,Q1,358.9
nan,GENDARIA,2020,Q2,389.32
nan,GENDARIA,2020,Q3,422.33
nan,GENDARIA,2021,Q1,476.63
nan,GENDARIA,2021,Q2,483.34
nan,GENDARIA,2021,Q3,553.26
nan,GENDARIA,2022,Q1,568.1
nan,GENDARIA,2022,Q2,616.5
nan,GENDARIA,2022,Q3,637.4
nan,GENDARIA,2023,Q1,640.52
nan,GENDARIA,2023,Q2,665.76
nan,GENDARIA,2024,,665.83
nan,GULSHAN,2018,Q1,77080.55
nan,GULSHAN,2018,Q2,77892.03
nan,GULSHAN,2018,Q3,87448.97
nan,GULSHAN,2019,Q1,92282.22
nan,GULSHAN,2019,Q2,94340.61
nan,GULSHAN,2019,Q3,100068.17
nan,GULSHAN,2020,Q1,112003.75
nan,GULSHAN,2020,Q2,110855.08
nan,GULSHAN,2020,Q3,115115.69
nan,GULSHAN,2021,Q1,124963.91
nan,GULSHAN,2021,Q2,124630.59
nan,GULSHAN,2021,Q3,130645.57
nan,GULSHAN,2022,Q1,136461.14
nan,GULSHAN,2022,Q2,143074.97
nan,GULSHAN,2022,Q3,148069.73
nan,GULSHAN,2023,Q1,162024.47
nan,GULSHAN,2023,Q2,169083.61
nan,GULSHAN,2024,,170648.5
nan,HATIRJHEEL,2018,Q1,3469.38
nan,HATIRJHEEL,2018,Q2,3422.58
nan,HATIRJHEEL,2018,Q3,3303.17
nan,HATIRJHEEL,2019,Q1,3325.61
nan,HATIRJHEEL,2019,Q2,3712.96
nan,HATIRJHEEL,2019,Q3,3969.99
nan,HATIRJHEEL,2020,Q1,4420.71
nan,HATIRJHEEL,2020,Q2,4441.41
nan,HATIRJHEEL,2020,Q3,4127.73
nan,HATIRJHEEL,2021,Q1,4163.97
nan,HATIRJHEEL,2021,Q2,4168.51
nan,HATIRJHEEL,2021,Q3,4416.29
nan,HATIRJHEEL,2022,Q1,5288.98
nan,HATIRJHEEL,2022,Q2,5180.37
nan,HATIRJHEEL,2022,Q3,5254.33
nan,HATIRJHEEL,2023,Q1,5114.35
nan,HATIRJHEEL,2023,Q2,4990.43
nan,HATIRJHEEL,2024,,4680.17
nan,HAZARIBAGH,2018,Q1,1151.81
nan,HAZARIBAGH,2018,Q2,1104.62
nan,HAZARIBAGH,2018,Q3,1180.83
nan,HAZARIBAGH,2019,Q1,1120.06
nan,HAZARIBAGH,2019,Q2,1578.53
nan,HAZARIBAGH,2019,Q3,1581.46
nan,HAZARIBAGH,2020,Q1,1617.68
nan,HAZARIBAGH,2020,Q2,1554.02
nan,HAZARIBAGH,2020,Q3,1625.1
nan,HAZARIBAGH,2021,Q1,1843.33
nan,HAZARIBAGH,2021,Q2,2212.72
nan,HAZARIBAGH,2021,Q3,2390.94
nan,HAZARIBAGH,2022,Q1,2311.11
nan,HAZARIBAGH,2022,Q2,2288.81
nan,HAZARIBAGH,2022,Q3,2236.82
nan,HAZARIBAGH,2023,Q1,2382.06
nan,HAZARIBAGH,2023,Q2,2404.33
nan,HAZARIBAGH,2024,,2333.5
nan,JATRABARI,2018,Q1,2742.23
nan,JATRABARI,2018,Q2,2832.12
nan,JATRABARI,2018,Q3,2890.72
nan,JATRABARI,2019,Q1,3023.76
nan,JATRABARI,2019,Q2,3082.03
nan,JATRABARI,2019,Q3,3279.8
nan,JATRABARI,2020,Q1,3185.75
nan,JATRABARI,2020,Q2,3333.16
nan,JATRABARI,2020,Q3,3587.19
nan,JATRABARI,2021,Q1,3669.59
nan,JATRABARI,2021,Q2,3767.91
nan,JATRABARI,2021,Q3,3933.14
nan,JATRABARI,2022,Q1,3905.29
nan,JATRABARI,2022,Q2,3999.64
nan,JATRABARI,2022,Q3,4127.41
nan,JATRABARI,2023,Q1,4240.04
nan,JATRABARI,2023,Q2,4365.42
nan,JATRABARI,2024,,4430.7
nan,KADAMTOLI,2018,Q1,1551.99
nan,KADAMTOLI,2018,Q2,1612.66
nan,KADAMTOLI,2018,Q3,1659.09
nan,KADAMTOLI,2019,Q1,1926.21
nan,KADAMTOLI,2019,Q2,1804.79
nan,KADAMTOLI,2019,Q3,1898.47
nan,KADAMTOLI,2020,Q1,1945.52
nan,KADAMTOLI,2020,Q2,2004.54
nan,KADAMTOLI,2020,Q3,2076.77
nan,KADAMTOLI,2021,Q1,2171.37
nan,KADAMTOLI,2021,Q2,2150.11
nan,KADAMTOLI,2021,Q3,2273.54
nan,KADAMTOLI,2022,Q1,2411.03
nan,KADAMTOLI,2022,Q2,2419.65
nan,KADAMTOLI,2022,Q3,2341.9
nan,KADAMTOLI,2023,Q1,2476.35
nan,KADAMTOLI,2023,Q2,2566.61
nan,KADAMTOLI,2024,,2545.77
nan,KAFRUL,2018,Q1,4592.96
nan,KAFRUL,2018,Q2,4732.27
nan,KAFRUL,2018,Q3,4820.29
nan,KAFRUL,2019,Q1,5133.65
nan,KAFRUL,2019,Q2,5221.93
nan,KAFRUL,2019,Q3,5457.42
nan,KAFRUL,2020,Q1,5617.32
nan,KAFRUL,2020,Q2,5840.85
nan,KAFRUL,2020,Q3,6126.76
nan,KAFRUL,2021,Q1,6301.04
nan,KAFRUL,2021,Q2,6545.79
nan,KAFRUL,2021,Q3,6888.12
nan,KAFRUL,2022,Q1,7306.0
nan,KAFRUL,2022,Q2,7572.72
nan,KAFRUL,2022,Q3,7474.33
nan,KAFRUL,2023,Q1,8037.09
nan,KAFRUL,2023,Q2,8199.76
nan,KAFRUL,2024,,7974.36
nan,KALABAGAN,2018,Q1,5671.85
nan,KALABAGAN,2018,Q2,5985.55
nan,KALABAGAN,2018,Q3,6355.61
nan,KALABAGAN,2019,Q1,6810.89
nan,KALABAGAN,2019,Q2,7095.07
nan,KALABAGAN,2019,Q3,7360.42
nan,KALABAGAN,2020,Q1,7405.36
nan,KALABAGAN,2020,Q2,7026.05
nan,KALABAGAN,2020,Q3,7456.93
nan,KALABAGAN,2021,Q1,7781.44
nan,KALABAGAN,2021,Q2,7519.44
nan,KALABAGAN,2021,Q3,8164.45
nan,KALABAGAN,2022,Q1,9402.0
nan,KALABAGAN,2022,Q2,9197.56
nan,KALABAGAN,2022,Q3,9444.95
nan,KALABAGAN,2023,Q1,8494.4
nan,KALABAGAN,2023,Q2,8298.24
nan,KALABAGAN,2024,,8340.7
nan,KAMRANGIRCHAR,2018,Q1,441.81
nan,KAMRANGIRCHAR,2018,Q2,443.89
nan,KAMRANGIRCHAR,2018,Q3,452.81
nan,KAMRANGIRCHAR,2019,Q1,520.35
nan,KAMRANGIRCHAR,2019,Q2,531.19
nan,KAMRANGIRCHAR,2019,Q3,550.92
nan,KAMRANGIRCHAR,2020,Q1,553.43
nan,KAMRANGIRCHAR,2020,Q2,579.09
nan,KAMRANGIRCHAR,2020,Q3,724.08
nan,KAMRANGIRCHAR,2021,Q1,809.89
nan,KAMRANGIRCHAR,2021,Q2,824.95
nan,KAMRANGIRCHAR,2021,Q3,847.08
nan,KAMRANGIRCHAR,2022,Q1,906.0
nan,KAMRANGIRCHAR,2022,Q2,887.08
nan,KAMRANGIRCHAR,2022,Q3,805.08
nan,KAMRANGIRCHAR,2023,Q1,790.91
nan,KAMRANGIRCHAR,2023,Q2,801.25
nan,KAMRANGIRCHAR,2024,,814.95
nan,KERANIGANJ,2018,Q1,3217.42
nan,KERANIGANJ,2018,Q2,3256.14
nan,KERANIGANJ,2018,Q3,3455.28
nan,KERANIGANJ,2019,Q1,3654.91
nan,KERANIGANJ,2019,Q2,3701.61
nan,KERANIGANJ,2019,Q3,3951.49
nan,KERANIGANJ,2020,Q1,4025.14
nan,KERANIGANJ,2020,Q2,4388.04
nan,KERANIGANJ,2020,Q3,4683.98
nan,KERANIGANJ,2021,Q1,4909.35
nan,KERANIGANJ,2021,Q2,4921.47
nan,KERANIGANJ,2021,Q3,5149.73
nan,KERANIGANJ,2022,Q1,5437.33
nan,KERANIGANJ,2022,Q2,5476.56
nan,KERANIGANJ,2022,Q3,5276.82
nan,KERANIGANJ,2023,Q1,5620.53
nan,KERANIGANJ,2023,Q2,5725.59
nan,KERANIGANJ,2024,,5749.15
nan,KHILGAON,2018,Q1,1827.5
nan,KHILGAON,2018,Q2,1889.09
nan,KHILGAON,2018,Q3,2028.88
nan,KHILGAON,2019,Q1,2192.65
nan,KHILGAON,2019,Q2,2406.2
nan,KHILGAON,2019,Q3,2583.24
nan,KHILGAON,2020,Q1,2669.02
nan,KHILGAON,2020,Q2,2776.49
nan,KHILGAON,2020,Q3,2970.53
nan,KHILGAON,2021,Q1,3286.51
nan,KHILGAON,2021,Q2,3429.94
nan,KHILGAON,2021,Q3,3610.43
nan,KHILGAON,2022,Q1,3800.05
nan,KHILGAON,2022,Q2,4105.01
nan,KHILGAON,2022,Q3,4056.89
nan,KHILGAON,2023,Q1,4420.45
nan,KHILGAON,2023,Q2,4593.01
nan,KHILGAON,2024,,4665.94
nan,KHILKHET,2018,Q1,2875.63
nan,KHILKHET,2018,Q2,3916.63
nan,KHILKHET,2018,Q3,4116.45
nan,KHILKHET,2019,Q1,3291.5
nan,KHILKHET,2019,Q2,3828.04
nan,KHILKHET,2019,Q3,4216.62
nan,KHILKHET,2020,Q1,3754.09
nan,KHILKHET,2020,Q2,3674.43
nan,KHILKHET,2020,Q3,3409.11
nan,KHILKHET,2021,Q1,3984.72
nan,KHILKHET,2021,Q2,4402.47
nan,KHILKHET,2021,Q3,5811.23
nan,KHILKHET,2022,Q1,5482.52
nan,KHILKHET,2022,Q2,5286.01
nan,KHILKHET,2022,Q3,5139.5
nan,KHILKHET,2023,Q1,5444.27
nan,KHILKHET,2023,Q2,5070.45
nan,KHILKHET,2024,,5592.84
nan,KOTWALI_DHAKA,2018,Q1,9257.48
nan,KOTWALI_DHAKA,2018,Q2,9121.22
nan,KOTWALI_DHAKA,2018,Q3,9985.37
nan,KOTWALI_DHAKA,2019,Q1,11884.71
nan,KOTWALI_DHAKA,2019,Q2,12432.66
nan,KOTWALI_DHAKA,2019,Q3,12760.57
nan,KOTWALI_DHAKA,2020,Q1,12024.14
nan,KOTWALI_DHAKA,2020,Q2,12681.84
nan,KOTWALI_DHAKA,2020,Q3,13355.49
nan,KOTWALI_DHAKA,2021,Q1,12262.0
nan,KOTWALI_DHAKA,2021,Q2,11420.29
nan,KOTWALI_DHAKA,2021,Q3,11887.76
nan,KOTWALI_DHAKA,2022,Q1,13183.2
nan,KOTWALI_DHAKA,2022,Q2,11689.75
nan,KOTWALI_DHAKA,2022,Q3,11829.2
nan,KOTWALI_DHAKA,2023,Q1,12631.78
nan,KOTWALI_DHAKA,2023,Q2,12478.18
nan,KOTWALI_DHAKA,2024,,12642.29
